id,title,description,availability,condition,price,link,image_link,brand,google_product_category
"HDN-0189","Smalto Semipermanente Gelac Miami Vibes 5","Smalto Semipermanente Gelac Miami Vibes 5 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-miami-vibes-5","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/m/i/miami_5_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0190","Smalto Semipermanente Gelac Miami Vibes 4","Smalto Semipermanente Gelac Miami Vibes 4 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-miami-vibes-4","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/m/i/miami_4_a-1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0191","Smalto Semipermanente Gelac Miami Vibes 3","Smalto Semipermanente Gelac Miami Vibes 3 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-miami-vibes-3","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/m/i/miami_3_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0192","Smalto Semipermanente Gelac Miami Vibes 2","Smalto Semipermanente Gelac Miami Vibes 2 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-miami-vibes-2","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/m/i/miami_2_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0193","Smalto Semipermanente Gelac Miami Vibes 1","Smalto Semipermanente Gelac Miami Vibes 1 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-miami-vibes-1","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/m/i/miami_1_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0194","Smalto Semipermanente Gelac Royal Orange","Smalto Semipermanente Gelac Royal Orange - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-royal-orange","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/r/o/royal_orange.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0195","Smalto Semipermanente Gelac Apricot Cream","Smalto Semipermanente Gelac Apricot Cream - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-apricot-cream","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/a/p/apricot_cream.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0196","Smalto Semipermanente Gelac Milky Sky","Smalto Semipermanente Gelac Milky Sky - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-milky-sky","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/m/i/milky_sky.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0197","Smalto Semipermanente Gelac Butter Yellow","Smalto Semipermanente Gelac Butter Yellow - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-butter-yellow","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/b/u/butter_yellow.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0198","Kit Gelac Misto","Kit Gelac Misto - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","89.00 EUR","https://www.hdnails.it/kit-gelac-misto","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/k/i/kit_misto.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0199","Smalto Semipermanente Pastel Cat Eye 6","Smalto Semipermanente Pastel Cat Eye 6 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-pastel-cat-eye-6","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/a/pastel_cat_eye_6_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0200","Smalto Semipermanente Pastel Cat Eye 5","Smalto Semipermanente Pastel Cat Eye 5 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-pastel-cat-eye-5","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/a/pastel_cat_eye_5_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0201","Smalto Semipermanente Pastel Cat Eye 4","Smalto Semipermanente Pastel Cat Eye 4 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-pastel-cat-eye-4","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/a/pastel_cat_eye_4_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0202","Smalto Semipermanente Pastel Cat Eye 3","Smalto Semipermanente Pastel Cat Eye 3 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-pastel-cat-eye-3","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/a/pastel_cat_eye_3_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0203","Smalto Semipermanente Pastel Cat Eye 1","Smalto Semipermanente Pastel Cat Eye 1 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-pastel-cat-eye-1","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/a/pastel_cat_eye_1_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0204","Smalto Semipermanente Pastel Cat Eye 2","Smalto Semipermanente Pastel Cat Eye 2 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-pastel-cat-eye-2","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/a/pastel_cat_eye_2_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0205","Smalto Semipermanente Gelac Color 09","Smalto Semipermanente Gelac Color 09 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","4.99 EUR","https://www.hdnails.it/gelac-color-09","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_69c0c872eb715_1_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0206","Smalto Semipermanente Gelac Ice Cream 10","Smalto Semipermanente Gelac Ice Cream 10 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-ice-cream-10","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/t/a/tavola_da_disegno_10.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0207","Smalto Semipermanente Gelac Ice Cream 8","Smalto Semipermanente Gelac Ice Cream 8 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-ice-cream-8","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/i/c/ice_cream_8.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0208","Smalto Semipermanente Gelac Ice Cream 7","Smalto Semipermanente Gelac Ice Cream 7 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-ice-cream-7","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/i/c/ice_cream_7.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0209","Smalto Semipermanente Gelac Ice Cream 4","Smalto Semipermanente Gelac Ice Cream 4 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-ice-cream-4","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/i/c/ice_cream_4.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0210","Smalto Semipermanente Gelac Ice Cream 3","Smalto Semipermanente Gelac Ice Cream 3 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-ice-cream-3","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/i/c/ice_cream_3.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0211","Smalto Semipermanente Gelac White Cloud 3","Smalto Semipermanente Gelac White Cloud 3 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-white-cloud-3","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_69c08ce60c045_1.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0212","Smalto Semipermanente Gelac White Cloud 2","Smalto Semipermanente Gelac White Cloud 2 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-white-cloud-2","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_69c08ca5af0c8_1.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0213","Smalto Semipermanente Gelac White Cloud 1","Smalto Semipermanente Gelac White Cloud 1 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-white-cloud-1","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_69c08c61afea5_1.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0214","Smalto Semipermanente Gelac Ice Cream 1","Smalto Semipermanente Gelac Ice Cream 1 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-ice-cream-1","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/i/c/ice_cream_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0215","Kit DIAMOND GEL 4 smalti semipermanenti Glitter + Cartella colori omaggio","Kit DIAMOND GEL 4 smalti semipermanenti Glitter + Cartella colori omaggio - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","39.00 EUR","https://www.hdnails.it/kit-diamond-gel-4-smalti-semipermanenti-glitter-cartella-colori-omaggio","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_699c4f258e373_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0216","Kit Gelac colori Autumn Collection: Dark Red & Chocolate - Set di 8 Smalti semipermanente","Kit Gelac colori Autumn Collection: Dark Red & Chocolate - Set di 8 Smalti semipermanente - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","78.80 EUR","https://www.hdnails.it/kit-gelac-colori-autumn-collection-set-di-8-smalti-semipermanente","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_699c4ec06a582.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0217","Smalto Semipermanente Gelac Color 44","Smalto Semipermanente Gelac Color 44 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","4.99 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-color-44","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_699c111040282_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0218","Smalto Semipermanente Diamond Gel 13","Smalto Semipermanente Diamond Gel 13 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-diamond-gel-13","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/d/i/diamond_gel_13_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0219","Smalto Semipermanente Diamond Gel 5","Smalto Semipermanente Diamond Gel 5 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-diamond-gel-5","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/d/i/diamond_gel_5_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0220","Smalto Semipermanente Diamond Gel 2","Smalto Semipermanente Diamond Gel 2 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-diamond-gel-2","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/d/i/diamond_gel_2_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0221","Smalto Semipermanente Diamond Gel 1","Smalto Semipermanente Diamond Gel 1 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-diamond-gel-1","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/d/i/diamond_gel_1_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0222","Smalto Semipermanente Gelac Fall in Love 210","Smalto Semipermanente Gelac Fall in Love 210 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-fall-in-love-210","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/f/a/fall_in_love_210_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0223","Smalto Semipermanente Gelac Fall in Love 209","Smalto Semipermanente Gelac Fall in Love 209 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-fall-in-love-209","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/f/a/fall_in_love_209_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0224","Smalto Semipermanente Gelac Fall in Love 208","Smalto Semipermanente Gelac Fall in Love 208 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-fall-in-love-208","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/f/a/fall_in_love_208_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0225","Smalto Semipermanente Gelac Fall in Love 207","Smalto Semipermanente Gelac Fall in Love 207 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-fall-in-love-207","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/f/a/fall_in_love_207_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0226","Smalto Semipermanente Gelac Fall in Love 206","Smalto Semipermanente Gelac Fall in Love 206 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-fall-in-love-206","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/f/a/fall_in_love_206_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0227","Smalto Semipermanente Gelac Fall in Love 205","Smalto Semipermanente Gelac Fall in Love 205 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-fall-in-love-205","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/f/a/fall_in_love_205_a.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0228","Smalto Semipermanente Gelac Red Passion 211","Smalto Semipermanente Gelac Red Passion 211 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-red-passion-211","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_699c0d5b7917e.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0229","Smalto Semipermanente Gelac RED PUTA 90","Smalto Semipermanente Gelac RED PUTA 90 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-red-puta-90","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/u/puta_90.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0230","Smalto Semipermanente Gelac RED PUTA 89","Smalto Semipermanente Gelac RED PUTA 89 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-red-puta-89","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/u/puta_89.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0231","Smalto Semipermanente Gelac RED PUTA 88","Smalto Semipermanente Gelac RED PUTA 88 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-red-puta-88","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/u/puta_88.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0232","Smalto Semipermanente Gelac RED PUTA 87","Smalto Semipermanente Gelac RED PUTA 87 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-red-puta-87","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/u/puta_87.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0233","Smalto Semipermanente Gelac RED PUTA 86","Smalto Semipermanente Gelac RED PUTA 86 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-red-puta-86","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/u/puta_86.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0234","Smalto Semipermanente Gelac RED PUTA 85","Smalto Semipermanente Gelac RED PUTA 85 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-red-puta-85","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/p/u/puta_85.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0235","Kit Promo Cat Eye 8 Smalti Semipermanenti","Kit Promo Cat Eye 8 Smalti Semipermanenti - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","69.10 EUR","https://www.hdnails.it/kit-promo-cat-eye-8-smalti-semipermanenti","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_696780bede81d.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0236","Kit Gelac colori Autumn Collection - Set di 14 Smalti semipermanente + 3 omaggio + Cartella colori","Kit Gelac colori Autumn Collection - Set di 14 Smalti semipermanente + 3 omaggio + Cartella colori - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","118.94 EUR","https://www.hdnails.it/kit-gelac-colori-autumn-collection-set-di-12-smalti-semipermanente-2-omaggio","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/t/a/tavola-da-disegno-16-2.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0237","Smalto Semipermanente Gelac Ice Cream 5","Smalto Semipermanente Gelac Ice Cream 5 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-ice-cream-5","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/i/c/ice_cream_5.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0238","Smalto Semipermanente Gelac Ice Cream 2","Smalto Semipermanente Gelac Ice Cream 2 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-ice-cream-2","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/i/c/ice_cream_2.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0239","Smalto Semipermanente Gelac Color 141","Smalto Semipermanente Gelac Color 141 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","4.99 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-color-141","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_699c1115c282b_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0240","Kit Gelac colori Nude Collection - Set di 6 Smalti semipermanente","Kit Gelac colori Nude Collection - Set di 6 Smalti semipermanente - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","51.24 EUR","https://www.hdnails.it/kit-gelac-colori-nude-collection-set-di-6-smalti-semipermanente-1-omaggio","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/t/a/tavola-da-disegno-43.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0241","Smalto Semipermanente Gelac Nude Collection 106","Smalto Semipermanente Gelac Nude Collection 106 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","6.10 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-nude-collection-106","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_696777e2d73b1_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0242","Smalto Semipermanente Gelac Nude Collection 105","Smalto Semipermanente Gelac Nude Collection 105 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","6.10 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-nude-collection-105","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_696777dea334a_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0243","Smalto Semipermanente Gelac Nude Collection 104","Smalto Semipermanente Gelac Nude Collection 104 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","6.10 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-nude-collection-104","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_696777da65b88_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0244","Smalto Semipermanente Gelac Nude Collection 103","Smalto Semipermanente Gelac Nude Collection 103 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","6.10 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-nude-collection-103","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_696777d61cd98_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0245","Smalto Semipermanente Gelac Nude Collection 102","Smalto Semipermanente Gelac Nude Collection 102 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/smalto-semipermanente-gelac-nude-collection-102","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_696777d1d130f_1.jpg","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0246","KIT GELAC COMPONIBILE - 16pz","KIT GELAC COMPONIBILE - 16pz - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","129.93 EUR","https://www.hdnails.it/kit-gelac-componibile-16pz","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_6960e224d7898.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0247","KIT GELAC COMPONIBILE - 12pz","KIT GELAC COMPONIBILE - 12pz - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","110.00 EUR","https://www.hdnails.it/kit-gelac-componibile-12pz","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_6960e218dcdc7.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0248","KIT GELAC COMPONIBILE RED OBSESSION - 10pz","KIT GELAC COMPONIBILE RED OBSESSION - 10pz - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","97.00 EUR","https://www.hdnails.it/kit-gelac-componibile-10pz","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/r/e/red-obsession.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0249","Gelac Burgundy Collection 7","Gelac Burgundy Collection 7 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/gelac-burgundy-collection-7","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_6960e04409a7a.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
"HDN-0250","Gelac Burgundy Collection 6","Gelac Burgundy Collection 6 - Smalti Semipermanenti | Prodotto professionale per unghie HDNails®","in stock","new","12.20 EUR","https://www.hdnails.it/gelac-burgundy-collection-6","https://www.hdnails.it/media/catalog/product/cache/4916658b69d7adec09a62164059f7d76/w/o/woo_img_6960e0392d0ff.png","HDNails","Health & Beauty > Personal Care > Cosmetics > Nail Care"
